OldContractNumber,OldFileName,ContractTemplate,signDate,כתובת ספק,CostContractScope,SiteName,status,StartDate,ExpectedEndDate,CostCompMethod,PartyAContactNamePercent,אישור חוזה,contractVersion,ח.פ חברה,docCreator,כתובת חברה,מדד בגין/ידוע,CostIndexMode,CostBaseIndexDate,מספר ספק,DurationMonths,CostIndexPoints,סוג מדד,CostIndexType,סוג ספק,פירוט עלויות,פרק,recipient,otherSides,קישור לנספח,Municipality,customField1,customField2,customField3,customField4,customField5,customField6,customField7,customField8,שיוך לעיר,project,CostCurrency,supplierName,partyAName,WorkDescription,CostPaymentTerms,ItemType,Path,OldFolderName
CONT-10-2049,חוזה יועץ ביסוס קרקע.docx,יועץ ביסוס קרקע,,,,מורדות ארנונה,טיוטה,,,,100%,,,,,,,,,,,,,,,,,"  א.מ. ישראל מגורים פיתוח בע""מ
 יוני נתניהו 1 ג' אור יהודה
513313148      
","אגסי רימון ניהול השקעות בע""מ
זעירא 1 משמר השבעה ת.ד. 264
515307569",,ירושלים,,,אבי ברטי לוי,,,,,,,"א.מ. ישראל מגורים פיתוח בע""מ",," אגסי רימון ניהול השקעות בע""מ","א.מ ישראל מגורים פיתוח בע""מ",,,Item,sites/Contracts/ProjectContractLibrary/מורדות ארנונה,מורדות ארנונה
CONT-10-2098,חוזה יועץ ביסוס קרקע.docx,יועץ ביסוס קרקע,2021-09-16 00:00:00,,,גבעת הכלניות,אושר,2020-02-13 00:00:00,2029-01-01 20:00:00,מחיר קבוע/פאושלי,100%,,0.4,,avic,,1,בגין,2020-02-12 00:00:00,,90,223.5603,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
קלר ישראל-יעוץ בע""מ
ת.ד. 28/800 קרית אתא
",,קרית אתא,10255       ,כ/248,"אבי כהן מחברת אפריקה ישראל מגורים בע""מ ",ישראל קלר ,5,משה ,מגרשים 57-65,,,גבעת הכלניות ( שם זמני ),"ש""ח","קלר ישראל-יעוץ בע""מ",,תכנון ויעוץ לקרקע וביסוס למבנים מרתפים ופיתוח צמוד ,שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/גבעת הכלניות - קרית אתא,גבעת הכלניות - קרית אתא
CONT-10-2144,חוזה יועץ ביסוס קרקע.docx,יועץ ביסוס קרקע,2021-06-01 00:00:00,,20160,,טיוטה,2021-05-16 00:00:00,2023-05-21 21:00:00,מחיר קבוע/פאושלי,,,,,dekelr,,2,ידוע,2021-05-15 00:00:00,,24,225.5724,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
אינג' זליו דיאמנדי
אביבים 1 רמת גן
",,נתניה,8256,נת / 556 / ב / 1,דקל רוקבן,,,,155,מגרש 1409,,נתניה - מגרש 1409,"ש""ח",אינג' זליו דיאמנדי,,יעוץ ביסוס,45 יום,Item,sites/Contracts/ProjectContractLibrary/נתניה - מגרש 1409,נתניה - מגרש 1409
CONT-10-2160,חוזה יועץ ביסוס קרקע.docx,יועץ ביסוס קרקע,,,,רמת שרת שלב ב' ,טיוטה,,,,50%,,,,,,,,,,,,,,,,,"פ.א פיתוח ובנייה בירושלים בע""מ",זליו דיאמנדי,,ירושלים,,,אבי ברטי לוי,זליו דיאמנדי,,,,,,"פ.א פיתוח ובנייה בירושלים בע""מ",,זליו דיאמנדי,"פ.א פיתוח ובנייה בירושלים בע""מ",,,Item,sites/Contracts/ProjectContractLibrary/רמת שרת שלב ב,רמת שרת שלב ב
CONT-10-2373,חוזה יועץ ביסוס קרקע.docx,יועץ ביסוס קרקע,,,41020,הכוזרי הרצליה,טיוטה,2022-03-28 01:00:00,2027-02-28 20:00:00,מחיר קבוע/פאושלי,50%,,0.3,,meryle,,2,ידוע,2022-03-27 00:00:00,,60,,7.00000000000000,מדד נומינלי,,,,"
אפריקה התחדשות עירונית בע""מ
יוני נתניהו 1, אור יהודה
514639525

מצלאוי חברה לבנין בע""מ
דרך רפאל איתן 1, קרית אונו
512726712
","
בלנק לרר בר
בן גוריון 1א, בני ברק

",,הרצליה,6538,504-0138628,מרול אטמן,סשה בר,,סשה בר,420-423,,,הכוזרי,"ש""ח",בלנק לרר בר,,י,60 יום,Item,sites/Contracts/ProjectContractLibrary/הכוזרי - הרצליה,הכוזרי - הרצליה
CONT-10-2157,חוזה יועץ בניה ירוקה ויעוץ תרמי.docx,יועץ בניה ירוקה,2022-02-10 00:00:00,,144000,גבעת הכלניות,ממתין,2021-10-14 00:00:00,2026-06-18 21:00:00,מחיר קבוע/פאושלי,100%,,0.4,,avic,,1,בגין,2021-10-13 00:00:00,,60,,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
",,,קרית אתא,10255      ,כ/248,"אבי כהן מחברת אפריקה ישראל מגורים בע""מ ",אנני גלר ,5,אנני גלר,מגרשים 57-65,,,גבעת הכלניות ( טרם ניתן שם לפרויקט ),"ש""ח","אביב ניהול הנדסה ומערכות מידע בע""מ ","אפריקה ישראל מגורים בע""מ ",יועץ ירוק ותרמי  ,שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/גבעת הכלניות - קרית אתא,גבעת הכלניות - קרית אתא
CONT-10-2197,חוזה יועץ בניה ירוקה ותרמי.docx,יועץ בניה ירוקה,2022-07-13 00:00:00,,,נשר,אושר,2022-01-20 00:00:00,,מחיר קבוע/פאושלי,,,0.1,,avic,,1,בגין,2022-01-19 00:00:00,,,231.3849,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0

כלל נכסי נדלן נשר מרכז (נ.נ.נ.מ) שותפות מוגבלת
מרכז עזריאלי בניין משולש 3, תל אביב
540283033

שיכון ובינוי נדל""ן בע""מ
שלם 3 רמת גן 52215
מ.ז 52-002117-1
","
אביב ניהול, הנדסה ומערכות מידע בע""מ

",,נשר,חלקה 1 בגוש 11170 וכן חלק מחלקה 1 בגוש 11118,355-0359364 ( מכ/866 ),"אבי כהן מחברת אפריקה ישראל מגורים בע""מ ",אנני גלר ,4,אנני גלר,חלקה 1 בגוש 11170 וחלק מחל' 1 בגוש 11118,,,אגמי הכרמל ,"ש""ח","אביב ניהול, הנדסה ומערכות מידע בע""מ",,יעוץ תרמי וירוק לפרויקט,שוטף + 60,Item,sites/Contracts/ProjectContractLibrary/נשר,נשר
CONT-10-1920,חוזה יועץ בניה ירוקה.docx,יועץ בניה ירוקה,2019-01-28 00:00:00,,43200,נס ציונה מחיר למשתכן,טיוטה,2019-01-28 00:00:00,2021-01-16 22:00:00,מחיר קבוע/פאושלי,100,,,,kooksec,,2,,,,24,,11.0000000000000,שקל חדש,,,,"
א.מ. ישראל מגורים יזמות בע""מ
יוני נתניהו 1 אור יהודה
514957794
","
סלע יעוץ סביבתי ויעוץ לבניה ירוקה
השיר 12א כרכור
033233446
",,נס ציונה,,,אבי ברטי לוי,יפעת סלע דדון,,,,,,"א.מ ישראל מגורים יזמות בע""מ","ש""ח",סלע יעוץ סביבתי ויעוץ לבניה ירוקה,,"תכנון כולל יעוץ תרמי של יח""ד ב-6 מבנים, מגרשים: 30,31,32",שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/נס ציונה מחיר למשתכן,נס ציונה מחיר למשתכן
CONT-10-1964,חוזה יועץ בניה ירוקה.docx,יועץ בניה ירוקה,,,100000,סביוני רעננה צפון,טיוטה,,,מחיר קבוע/פאושלי,,,0.2,,germank,,,,,,,,,,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
ESD פיתוח סביבה וקיימות בע''מ
גיבורי ישראל 10א' ת.ד.8800 א.ת. דרומי( פולג) נתניה 42504
514424258
",,רעננה,6578,רע/708,גרמן קגנובסקי ,,,,151,,,הקמה 150 יח''ד ומסחר על גבי החניון תת קרקעי,"ש""ח",ESD פיתוח סביבה וקיימות בע''מ,,הקמה 150 יח''ד ומסחר על גבי חניון משותף,60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני רעננה צפון,סביוני רעננה צפון
CONT-10-2001,חוזה יועץ בניה ירוקה.docx,יועץ בניה ירוקה,,,,מורדות ארנונה,טיוטה,,,,,,,,,,,,,,,,,,,,,"א.מ. ישראל מגורים פיתוח בע""מ
יוני נתניהו 1 ג' אור יהודה
513313148
",,,,,,,,,,,,,"א.מ. ישראל מגורים פיתוח בע""מ ",,סלע ירוק וחכם בבניה ובעסקים,,,,Item,sites/Contracts/ProjectContractLibrary/מורדות ארנונה,מורדות ארנונה
CONT-10-2150,חוזה יועץ בניה ירוקה.docx,יועץ בניה ירוקה,2021-07-01 00:00:00,,71900,,טיוטה,2021-06-16 00:00:00,2024-10-12 21:00:00,מחיר קבוע/פאושלי,,,,,dekelr,,2,ידוע,2021-06-15 00:00:00,,40,226.4666,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
קיימות ושפ""ע בע""מ
המסגר 52, תל אביב

",,נתניה,8256,נת / 556 / ב / 1,דקל רוקבן,,,,155,מגרש 1409,,נתניה - מגרש 1409,"ש""ח","קיימות ושפ""ע בע""מ",,יעוץ בניה ירוקה,45 יום,Item,sites/Contracts/ProjectContractLibrary/נתניה - מגרש 1409,נתניה - מגרש 1409
CONT-10-2178,חוזה יועץ בניה ירוקה.docx,"יועץ בניה ירוקה, סביבה ותברואה",,,,רמת שרת מתחם דרומי,טיוטה,,,,50%,,,,,,,,,,,,,,,,,"פ.א פיתוח ובנייה בירושלים בע""מ
יוני נתניהו 1ג' אור יהודה ת.ד 715
513958009
","אגוטי איכות סביבה
              ת.ד 354 בית שמש
              033435868",,ירושלים,,,אבי ברטי לוי,אלון טופצ'יק,,אלון טופצ'יק,,,,"פ.א פיתוח ובנייה בירושלים בע""מ",,אגוטי איכות סביבה,"פ.א פיתוח ובנייה בירושלים בע""מ",,,Item,sites/Contracts/ProjectContractLibrary/רמת שרת שלב ב,רמת שרת שלב ב
CONT-10-2319,חוזה יועץ בניה ירוקה.docx,יועץ בניה ירוקה,,,,,טיוטה,,,,50%,,,,kooksec,,,,,,,,,,,,,"
ביתא רוטשילד בע""מ
יוני נתניהו 1 ג' אור יהודה ת.ד 715
515851194
","
יוזמות למען סביבה והקהילה בע""מ
שונצינו 16 ת""א
512806886
",,חיפה,,,,,,,,,,,,"יוזמות למען סביבה והקהילה בע""מ",,,,Item,sites/Contracts/ProjectContractLibrary/רוטשילד חיפה,רוטשילד חיפה
CONT-10-2382,חוזה יועץ בניה ירוקה.docx,יועץ בניה ירוקה,,,18000,אופיס אזור,טיוטה,,,מחיר קבוע/פאושלי,100%,,,,kooksec,,2,,,,,,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
יוזמות למען סביבה והקהילה בע""מ
נתן ילין מור 6, תל אביב
512806886
",,אזור,6001,554-0905372,,,,,"115,142, 140",,,מתחם אזור,"ש""ח","יוזמות למען סביבה והקהילה בע""מ",,"פרויקט מגורים בעירוב שימושים הכולל 443 יח""ד ב6",שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/אופיס - אזור,אופיס - אזור
CONT-10-1939,חוזה יועץ מיגון ומקלוט.docx,חוזה מיגון ומיקלוט,2019-02-14 00:00:00,,19440,נס ציונה מחיר למשתכן,טיוטה,2019-02-20 00:00:00,2021-02-02 22:00:00,מחיר קבוע/פאושלי,100,,,,kooksec,,2,,2019-02-19 00:00:00,,24,,5.00000000000000,מדד המחירים לצרכן,,,,"
א.מ. ישראל מגורים יזמות בע""מ
יוני נתניהו 1 אור יהודה
514957794
","צדדים נוספים
מרחב מוגן
דיזינגוף 20 ת.ד 1808 נתניה
514475201
",,נס ציונה,3642,,אבי ברטי לוי,רמי לוי,,,,,,"א.מ ישראל מגורים יזמות בע""מ","ש""ח",מרחב מוגן,,,שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/נס ציונה מחיר למשתכן,נס ציונה מחיר למשתכן
CONT-10-2093,חוזה יועץ נגישות.docx,יועץ נגישות,,,,נס ציונה,טיוטה,,,,100%,,,,,,,,,,,,,,,,,"א.מ. ישראל מגורים יזמות בע""מ
יוני נתניהו 1 אור יהודה
514957794
","
דני פריגת אדריכלות ונגישות
רח' מיצרי טירן 3 ירושלים
",,נס ציונה,,,אבי ברטי לוי,רמי פריגת,,רמי פריגת,,,,"א.מ ישראל מגורים יזמות בע""מ
",,דני פריגת אדריכלות ונגישות,"א.מ ישראל מגורים יזמות בע""מ",,,Item,sites/Contracts/ProjectContractLibrary/נס ציונה מחיר למשתכן,נס ציונה מחיר למשתכן
CONT-10-2103,חוזה יועץ נגישות.docx,יועץ נגישות,2021-10-07 00:00:00,,,גבעת הכלניות,טיוטה,2021-09-08 00:00:00,2028-04-03 21:00:00,מחיר קבוע/פאושלי,,,,,avic,,,,,,80,,5.00000000000000,מדד המחירים לצרכן,,,,,,,קרית אתא,10255  מג  57-65,כ/248,"אבי כהן מחברת אפריקה ישראל מגורים בע""מ ",,3,,,,,גבעת הכלניות ( טרם ניתן שם לפרויקט ),"ש""ח",,,יועץ נגישות בפרוייקט ,שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/גבעת הכלניות - קרית אתא,גבעת הכלניות - קרית אתא
CONT-10-2143,חוזה יועץ נגישות.docx,יועץ נגישות,2021-01-01 00:00:00,,21420,,טיוטה,2020-12-16 00:00:00,2024-07-13 21:00:00,מחיר קבוע/פאושלי,,,,,dekelr,,2,ידוע,2020-12-15 00:00:00,,40,223.3374,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
על בטוח בע""מ
העבודה 11, ראש העין

",,נתניה,8256,נת / 556 / ב / 1,דקל רוקבן,,,,155,מגרש 1409,,נתניה - מגרש 1409,"ש""ח","על בטוח בע""מ",,יעוץ נגישות,45 יום,Item,sites/Contracts/ProjectContractLibrary/נתניה - מגרש 1409,נתניה - מגרש 1409
CONT-10-2152,חוזה יועץ נגישות.docx,יועץ נגישות,,,,מורדות ארנונה,טיוטה,,,,100%,,,,,,,,,,,,,,,,,"א.מ. ישראל מגורים פיתוח בע""מ
יוני נתניהו 1 ג' אור יהודה
513313148      ","אירנה רובין אדריכלית ומורשת נגישות
            ת.ד 10587 ירושלים
            ע.מ 015317506
",,ירושלים,,,אבי ברטי לוי,אירנה רובין,,אירנה רובין,,,,"א.מ. ישראל מגורים פיתוח בע""מ",,אירנה רובין אדריכלית ומורשת נגישות,,,,Item,sites/Contracts/ProjectContractLibrary/מורדות ארנונה,מורדות ארנונה
CONT-10-2173,חוזה יועץ נגישות.docx,יועץ נגישות,2022-04-13 00:00:00,,,נשר,טיוטה,2022-02-17 00:00:00,,מחיר קבוע/פאושלי,,,0.5,,avic,,2,ידוע,2022-02-16 00:00:00,,,231.3849,5.00000000000000,מדד המחירים לצרכן,,,,"
שיכון ובינוי נדל""ן בע""מ
שלם 3 רמת גן 52215
מ.ז 52-002117-1

אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0

כלל נכסי נדלן נשר מרכז (נ.נ.נ.מ) שותפות מוגבלת
מרכז עזריאלי בניין משולש 3, תל אביב
540283033
","
   ליבנד יצחק אדריכל
ת.ד.  18243   תל-אביב 
",,נשר,חלקה 1 בגוש 11170 וכן חלק מחלקה 1 בגוש 11118,355-0359364 ( מכ/866 ),"אבי כהן מחברת אפריקה ישראל מגורים בע""מ ",,4,,חלקה 1 בגוש 11170 וחלק מחל' 1 בגוש 11118,,,אגמי הכרמל ,"ש""ח",ליבנד יצחק אדריכל,,יועץ נגישות בפרוייקט ,שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/נשר,נשר
CONT-10-2244,חוזה יועץ נגישות.docx,יועץ נגישות,2022-02-06 00:00:00,,14742,רמת שרת שלב ב,טיוטה,2022-02-06 00:00:00,,מחיר קבוע/פאושלי,50%,,,,kooksec,,2,,,,36,,9.00000000000000,מדד תשומות הבניה,,,,"פ.א פיתוח ובנייה בירושלים בע""מ
יוני נתניהו 1 ג' אור יהודה 
513958009","ערן סויקה הנדסה ונגישות בע""מ
 ת.ד 52, עפולה
514919323",,ירושלים,,,אבי ברטי לוי,ערן סויקה,,ערן סויקה,,,,"פ.א פיתוח ובנייה בירושלים בע""מ","ש""ח","ערן סויקה הנדסה ונגישות בע""מ",,"תכנון הכנות למ""א דירתי (מיני מרכזי) פרויקט מגורים הכולל מסחר וחניונים הכולל 2 מגדלי מגורים בני 19 קומות כ""א בסך: 278 יח""ד ומסחר כ2000 מ""ר בקומת קרקע וחניון תת""ק של כ-22,300 מ""ר",45 יום,Item,sites/Contracts/ProjectContractLibrary/רמת שרת/דרומי,רמת שרת
CONT-10-2248,חוזה יועץ נגישות.docx,יועץ נגישות,2022-02-06 00:00:00,,14742,רמת שרת שלב ב,טיוטה,2022-02-06 00:00:00,,מחיר קבוע/פאושלי,50%,,,,kooksec,,2,,,,36,,9.00000000000000,מדד תשומות הבניה,,,,"פ.א פיתוח ובנייה בירושלים בע""מ
יוני נתניהו 1 ג' אור יהודה 
513958009","ערן סויקה הנדסה ונגישות בע""מ
 ת.ד 52, עפולה
514919323",,ירושלים,,,אבי ברטי לוי,ערן סויקה,,ערן סויקה,,,,"פ.א פיתוח ובנייה בירושלים בע""מ","ש""ח","ערן סויקה הנדסה ונגישות בע""מ",,"תכנון הכנות למ""א דירתי (מיני מרכזי) פרויקט מגורים הכולל מסחר וחניונים הכולל 2 מגדלי מגורים בני 19 קומות כ""א בסך: 278 יח""ד ומסחר כ2000 מ""ר בקומת קרקע וחניון תת""ק של כ-22,300 מ""ר",45 יום,Item,sites/Contracts/ProjectContractLibrary/רמת שרת שלב ב,רמת שרת שלב ב
CONT-10-2316,חוזה יועץ נגישות.docx,יועץ נגישות,,,,,טיוטה,,,,50%,,,,kooksec,,,,,,,,,,,,,"
ביתא רוטשילד בע""מ

515851194
","
לבטח הנדסה ובטיחות בע""מ
פרופ' אברהם פצורניק 5 נס ציונה
513677021
",,חיפה,,,,,,,,,,,,"לבטח הנדסה ובטיחות בע""מ",,,,Item,sites/Contracts/ProjectContractLibrary/רוטשילד חיפה,רוטשילד חיפה
